OBJECTID,Join_Count,TARGET_FID,stop_id,stop_name,stop_lat,stop_lon,suburb
1625,1,1624,3538,Horokiwi Road opposite Pinkerton Grove,-41.22279845,174.8272578,Newlands
1629,1,1628,7065,Marine Parade opposite Awa Road,-41.31284016,174.8291734,Seatoun
1630,1,1629,7045,Breaker Bay Road at Breaker Bay (near 67),-41.33210322,174.8294499,Breaker Bay
1631,1,1630,7144,Murchison Street at Irwell Street,-41.33655778,174.7638696,Island Bay
1636,1,1635,7936,Houghton Bay Road opposite Hungerford Road,-41.33881857,174.7866376,Houghton Bay
1638,1,1637,7145,Murchison Street opposite Domanski Crescent,-41.3356,174.76104,Owhiro Bay
1646,1,1645,5427,Homebush Road opposite Benares Street,-41.24672041,174.8068008,Khandallah
1647,1,1646,5006,Manners Street at Willis Street,-41.28955075,174.7749028,Te Aro
1649,1,1648,5414,Waru Street at Calcutta Street,-41.25202884,174.7898797,Khandallah
1656,1,1655,5432,Onslow Road (opposite 47),-41.25082618,174.8034528,Khandallah
1661,1,1660,6031,Caledonia Street at Hobart Street (school stop),-41.32147393,174.8129269,Miramar
1662,1,1661,7792,Ohiro Road (near 326),-41.31254233,174.7616688,Brooklyn
1667,1,1666,5924,Northland Road at Kaihuia Street,-41.27933399,174.7598201,Northland
1668,1,1667,3758,Woodridge Drive at Glenwood Grove (near 6),-41.22074761,174.8316146,Woodridge
1669,1,1668,7550,Evans Bay Parade at Belvedere Road,-41.30825,174.79789,Hataitai
1670,1,1669,6124,Luxford St at Berhampore Shops (opposite),-41.31989599,174.7754872,Berhampore
1672,1,1671,3480,Stewart Drive (near 103),-41.22221063,174.8131643,Johnsonville
1673,1,1672,4410,Cockayne Road at Setsan Way,-41.25273182,174.7793958,Ngaio
1674,1,1673,7261,Mt Crawford,-41.29479,174.82782,Maupuia
1675,1,1674,4424,Mandalay Terrace at Onslow Road,-41.24852265,174.8010025,Khandallah
1676,1,1675,6724,Mills Road at Fortunatus Street,-41.3121163,174.765958,Brooklyn
1677,1,1676,6257,Kaikoura Street opposite Cobar Close,-41.30600497,174.8171567,Maupuia
1681,1,1680,3820,Kanpur Road (near 45),-41.2376428,174.7940215,Broadmeadows
1686,1,1685,5922,Northland Village - Northland Road,-41.28331336,174.7572177,Northland
1687,1,1686,5446,Ngaio Gorge Road at Trelissick Crescent,-41.25627278,174.7717336,Ngaio
1692,1,1691,7720,Brooklyn - Stop B,-41.30514192,174.7653414,Brooklyn
1693,1,1692,4411,Cockayne Road at Bankot Crescent (near 155),-41.25213438,174.7830795,Khandallah
1694,1,1693,3508,Helston Road at Warren Street (near 6),-41.216884,174.816366,Paparangi
1696,1,1695,3434,Mark Avenue (near 193),-41.203776,174.825893,Grenada Village
1698,1,1697,5396,Karori Mall - Beauchamp Street (school stop),-41.28507667,174.7369863,Karori
1700,1,1699,3279,Melksham Drive (near 95),-41.193162,174.80826,Churton Park
1703,1,1702,6049,Breaker Bay Road (opposite 160),-41.3383276,174.8236721,Breaker Bay
1704,1,1703,5128,Izard Park - Wilton Road (near 41),-41.26449927,174.7643263,Wadestown
1705,1,1704,4312,Tinakori Road at St Mary Street,-41.27929047,174.7685352,Thorndon
1708,1,1707,7138,Severn Street at Wye Street (school stop),-41.34249272,174.7645078,Island Bay
1714,1,1713,7132,The Parade at Island Bay Shops,-41.33443014,174.7733723,Island Bay
1715,1,1714,5413,Punjab Street at Waru Street,-41.25360577,174.7869389,Khandallah
1717,1,1716,7257,Kaikoura Street at Cobar Close,-41.30573487,174.8171492,Maupuia
1719,1,1718,7270,Awa Road at Nevay Road,-41.31206213,174.8271208,Miramar
1720,1,1719,7728,The Ridgeway at Wentworth Street,-41.31772959,174.7640785,Mornington
1721,1,1720,6033,Broadway at Hobart Street,-41.32527,174.8123,Miramar
1722,1,1721,7917,Hutchison Road - Stop A,-41.3075639,174.7751893,Newtown
1723,1,1722,6932,View Road at Houghton Bay Road,-41.33335188,174.7887568,Houghton Bay
1724,1,1723,5345,Victory Avenue at Tobruk Street,-41.28142676,174.7287113,Karori
1725,1,1724,5500,Wellington Station - Stop A,-41.27875367,174.778686,Pipitea
1726,1,1725,6748,Finnimore Terrace at Dransfield Street,-41.31211639,174.7718116,Vogeltown
1734,1,1733,4390,Campbell Street (near 171),-41.29388411,174.7448049,Karori
1737,1,1736,3478,Stewart Drive (near 89),-41.22209617,174.814712,Newlands
1740,1,1739,7267,Nevay Road at Taipakupaku Road,-41.3063522,174.8293504,Karaka Bays
1741,1,1740,6754,Balfour Street (near 24),-41.31963,174.76703,Mornington
1742,1,1741,7551,Evans Bay Parade (near 468),-41.30955371,174.7976644,Hataitai
1748,1,1747,3273,Abilene Crescent opposite Trilids Lane,-41.20932851,174.806172,Churton Park
1751,1,1750,3426,Mark Avenue (near 75),-41.211269,174.816092,Paparangi
1753,1,1752,6730,Kingston - Stop B,-41.32367919,174.7637611,Kingston
1754,1,1753,7289,Tannadyce Street (near 105),-41.32664343,174.8277672,Strathmore Park
1759,1,1758,6773,Mitchell Street (opposite 212),-41.31423417,174.7570552,Brooklyn
1760,1,1759,6530,Hataitai School - Arawa Road,-41.29868999,174.801188,Hataitai
1761,1,1760,7089,Ira Street at Broadway (near 5),-41.32433374,174.8200557,Miramar
1764,1,1763,5430,Homebush Road (near 29),-41.24925258,174.8061545,Khandallah
1766,1,1765,6567,Roseneath Terrace at Thane Road,-41.29307046,174.7989893,Roseneath
1767,1,1766,3281,Churton Park - Melksham drive near 125,-41.189972,174.807323,Churton Park
1773,1,1772,4129,Wilton Road (near 74),-41.26622588,174.7629299,Wilton
1774,1,1773,5018,Thorndon Quay - Capital Gateway (opposite),-41.27592,174.78199,Pipitea
1775,1,1774,3020,Erris Street at Ironside Road (near 101),-41.21891633,174.7992355,Johnsonville
1776,1,1775,7287,Beacon Hill Road (near 14),-41.32383535,174.8280436,Strathmore Park
1777,1,1776,4940,Raroa Road at Fairview Crescent,-41.28918797,174.7574577,Kelburn
1779,1,1778,6099,Ahuriri Street at Kekerenga Street,-41.33739453,174.8143245,Strathmore Park
1780,1,1779,4131,Warwick Street at Gloucester Street,-41.26866134,174.7595191,Wilton
1781,1,1780,6947,Mt Albert Road at Volga Street,-41.32829274,174.7800169,Island Bay
1782,1,1781,5917,Kelburn Village - Upland Road (St Michael's),-41.28928589,174.7628342,Kelburn
1785,1,1784,3910,Main Road Tawa at Sunrise Boulevard,-41.18356659,174.8247358,Tawa
1794,1,1793,3450,Guadeloupe Crescent at Mark Avenue,-41.206592,174.823415,Grenada Village
1795,1,1794,6509,Wakefield Street (near 234),-41.29190238,174.7808924,Te Aro
1797,1,1796,4426,Mandalay Terrace at Lakshmi Place,-41.24630392,174.8046411,Khandallah
1799,1,1798,4311,Bowen Street (near 38),-41.27824807,174.7743676,Pipitea
1801,1,1800,6931,Houghton Bay Road at Hornsey Road (near 57),-41.33205495,174.7871697,Houghton Bay
1805,1,1804,7796,Happy Valley Road (near 281),-41.32935638,174.7577006,Owhiro Bay
1813,1,1812,6934,View Road opposite Twomey Grove,-41.33669768,174.7898063,Houghton Bay
1822,1,1821,7947,Mt Albert Road at Volga Street,-41.32864918,174.7802656,Island Bay
1824,1,1823,6906,The Terrace at Salamanca Road,-41.2892366,174.7719088,Te Aro
1826,1,1825,5024,Thorndon Quay at Motorway (near 243 - Northbound),-41.27001,174.78111,Pipitea
1828,1,1827,6794,Ohiro Road (near 451),-41.31994895,174.7603151,Brooklyn
1830,1,1829,4323,Karori Road at Standen Street,-41.28118846,174.7504369,Karori
1835,1,1834,5933,Mairangi Road at Dorset Way,-41.26698497,174.766293,Wilton
1840,1,1839,6239,Darlington Road (near 65),-41.30985112,174.8245505,Miramar
1841,1,1840,6260,Akaroa Drive at Countess Close,-41.30109709,174.8205299,Maupuia
1844,1,1843,4451,Ngaio School - Colway Street,-41.247785,174.775708,Ngaio
1845,1,1844,7766,Karepa Street (near 80),-41.30244364,174.7586004,Brooklyn
1855,1,1854,6134,The Parade at Humber Street (near 311),-41.340781,174.77129,Island Bay
1856,1,1855,5386,Duthie Street at Hurman Street (near 71),-41.28933885,174.7475498,Karori
1858,1,1857,3252,Johnsonville Road (near 147),-41.226381,174.807243,Johnsonville
1859,1,1858,3780,Kenmore Street at Horokiwi Road (near 101),-41.22355465,174.8250122,Newlands
1860,1,1859,6080,Miramar Avenue at Tauhinu Road,-41.31498596,174.8131054,Miramar
1863,1,1862,5134,Gloucester Street at Wilton Road,-41.26865804,174.7570263,Wilton
1866,1,1865,4361,Parklands Drive at Collier Avenue,-41.28919861,174.7270058,Karori
1870,1,1869,4126,Wilton Road at Blackbridge Road,-41.2616407,174.7669997,Wadestown
1872,1,1871,4332,Karori - Allington Road,-41.28897687,174.7233106,Karori
1874,1,1873,7526,Grafton Road (near 102),-41.29365934,174.800333,Roseneath
1877,1,1876,7767,Karepa Street at Ashton Fitchett Drive,-41.30421839,174.7582196,Brooklyn
1878,1,1877,6564,Hawker Street at Moeller Street,-41.29200767,174.7907335,Mount Victoria
1879,1,1878,7088,Ira Street at Devonshire Road,-41.3216309,174.8200999,Miramar
1884,1,1883,7030,Caledonia Street (near 10) (school stop),-41.3209751,174.8102845,Miramar
1885,1,1884,7072,Scorching Bay - Massey Road,-41.29640642,174.8332161,Karaka Bays
1889,1,1888,7149,Happy Valley Road opposite Owhiro Bay School (school stop),-41.33851252,174.7597395,Owhiro Bay
1891,1,1890,4367,Hazlewood Avenue (near 16),-41.29410892,174.7239108,Karori
1894,1,1893,3026,Cortina Avenue at Stonefield Place,-41.2193286,174.7959066,Johnsonville
1896,1,1895,6263,Nevay Road (near 196),-41.29852893,174.8285345,Maupuia
1899,1,1898,5912,The Terrace at Aurora Terrace (near 85),-41.28143003,174.7751014,Wellington Central
1900,1,1899,7303,Raukawa Street at Monorgan Road,-41.328656,174.817613,Strathmore Park
1901,1,1900,7268,Nevay Road (opposite 50),-41.3087063,174.82858,Miramar
1902,1,1901,6044,Inglis Street at Mantell Street,-41.3284619,174.8323587,Seatoun
1903,1,1902,7152,Happy Valley Road (near 31) (school stop),-41.34283235,174.7599753,Owhiro Bay
1907,1,1906,6151,Happy Valley Road (near 70) (school stop),-41.34093615,174.7602828,Owhiro Bay
1908,1,1907,AWAR,Awarua Street Station,-41.24650334,174.7742774,Ngaio
1915,1,1914,7100,Robertson Street (near 16),-41.34398269,174.761321,Owhiro Bay
1916,1,1915,7266,Nevay Road at Totara Road,-41.30369984,174.8291769,Miramar
1919,1,1918,4448,Kenya Street at Crofton Road,-41.25174163,174.7735207,Ngaio
1920,1,1919,4315,Glenmore Street at Orangi Kaupapa Road,-41.28344091,174.7621992,Kelburn
1921,1,1920,6957,Melrose Road at Witham Street,-41.33639207,174.7804764,Island Bay
1923,1,1922,6020,Evans Bay Intermediate School (school stop),-41.31547648,174.7964621,Kilbirnie
1924,1,1923,5449,Ottawa Road at Ngaio Town Hall,-41.24999869,174.7735785,Ngaio
1925,1,1924,4946,Highbury Road at Disley Street,-41.29246932,174.7549184,Highbury
1927,1,1926,6035,Broadway at The Quadrant,-41.32498663,174.81864,Miramar
1933,1,1932,7096,Ahuriri Street at Tukanae Street,-41.3343386,174.8196172,Strathmore Park
1937,1,1936,6547,Evans Bay Parade (near 331),-41.304013,174.802988,Hataitai
1938,1,1937,5409,Cockayne Road at Quetta Street,-41.25212923,174.7775892,Ngaio
1939,1,1938,5135,Wilton Park - Wilton Road (near 185),-41.269664,174.755184,Wilton
1944,1,1943,4396,Karori Mall - Beauchamp Street (Recreation Centre),-41.28530028,174.7372434,Karori
1946,1,1945,3760,Baylands Drive (near 82),-41.22230092,174.8302264,Newlands
1952,1,1951,6097,Ahuriri Street (near 41),-41.33626513,174.8174003,Strathmore Park
1953,1,1952,7163,Houghton Bay - The Esplanade,-41.34191307,174.7845709,Houghton Bay
1954,1,1953,3514,Bracken Road (near 96),-41.217813,174.820948,Paparangi
1955,1,1954,7220,Kupe Street at Moxham Avenue,-41.31000594,174.7922648,Hataitai
1957,1,1956,3000,Johnsonville - Stop A,-41.222815,174.80502,Johnsonville
1961,1,1960,6753,Balfour Street (near 54),-41.31802557,174.768268,Mornington
1962,1,1961,7764,Apuka Street opposite Mitchell Street (near 44),-41.30223,174.76055,Brooklyn
1966,1,1965,6714,Brooklyn Road at Nairn Street,-41.30089332,174.7694772,Mount Cook
1967,1,1966,5406,Perth Street at Ngaio Gorge Road,-41.2561754,174.7722084,Ngaio
1970,1,1969,5015,Lambton Quay North - Stop A,-41.27965313,174.7766718,Wellington Central
1973,1,1972,6562,Hawker Street (near 5),-41.29476065,174.7874648,Mount Victoria
1978,1,1977,7722,Washington Avenue (near 104),-41.30787742,174.7666087,Brooklyn
1979,1,1978,4391,Campbell Street (near 133),-41.29165673,174.743193,Karori
1981,1,1980,3522,Glanmire Road at Turville Crescent (near 85),-41.22888928,174.8237288,Newlands
1982,1,1981,6733,Kingston - Stop A,-41.323477,174.763686,Kingston
1983,1,1982,5926,Pembroke Road (near 19),-41.27769874,174.7607313,Northland
1984,1,1983,6917,Hutchison Road - Stop B,-41.30716511,174.776164,Mount Cook
1985,1,1984,6911,Taranaki Street at Frederick Street,-41.29582184,174.7771032,Te Aro
1988,1,1987,6788,Raroa Road (near 96),-41.29175,174.75949,Highbury
1991,1,1990,6954,Buckley Road (near 207),-41.34198154,174.7801507,Southgate
1993,1,1992,6026,Rongotai Road at Bay Road,-41.31779086,174.7948019,Kilbirnie
1997,1,1996,SALA,Salamanca - Cable Car Station,-41.28505357,174.769562,Kelburn
1998,1,1997,3246,Bassett Road (near 40),-41.21733754,174.8080196,Johnsonville
1999,1,1998,5391,Campbell Street (near 106),-41.29157574,174.7425937,Karori
2000,1,1999,3960,Main Road Tawa opposite Redwood Avenue,-41.17760925,174.8255241,Tawa
2001,1,2000,3408,Stewart Drive opposite Batchelor Street,-41.22215757,174.8222295,Newlands
2004,1,2003,6064,Worser Bay - Marine Parade (near 177),-41.31475928,174.8274351,Seatoun
2006,1,2005,6330,Onepu Road at Lyall Bay Shops (near 145),-41.32612,174.79543,Lyall Bay
2008,1,2007,5390,Campbell Street (near 136),-41.29334933,174.7444323,Karori
2012,1,2011,6096,Tukanae Street at Ahuriri Street,-41.33415853,174.8196122,Strathmore Park
2015,1,2014,7928,Hornsey Road opposite Sunglow Avenue (near 49),-41.32769513,174.7868967,Melrose
2016,1,2015,3066,Cortina Avenue at Erris Street,-41.21845057,174.7944511,Johnsonville
2017,1,2016,4320,Zealandia - Chaytor Street (at Tunnel),-41.28710344,174.7547854,Kelburn
2020,1,2019,3454,Grenada Grounds - Mark Avenue (opposite),-41.207819,174.819462,Grenada Village
2021,1,2020,7934,View Road at Twomey Grove,-41.33669954,174.7896868,Houghton Bay
2024,1,2023,4344,Sunshine Avenue at Victory Avenue (near 46),-41.28254032,174.7277069,Karori
2025,1,2024,3954,Main Road Tawa (near 298),-41.16497427,174.8270804,Tawa
2030,1,2029,3228,Waverton Terrace at Sandy Brow,-41.20170855,174.7994795,Churton Park
2032,1,2031,7158,Island Bay - Reef Street at Shorland Park,-41.34311939,174.7706202,Island Bay
2034,1,2033,3028,Cortina Avenue opposite Safari Crescent,-41.22102996,174.7965497,Johnsonville
2036,1,2035,7153,Owhiro Bay - Happy Valley Road,-41.34419383,174.7592948,Owhiro Bay
2039,1,2038,3236,Lakewood Reserve,-41.20711293,174.8052333,Churton Park
2040,1,2039,6045,Breaker Bay Road at Breaker Bay,-41.33229262,174.8293591,Breaker Bay
2042,1,2041,NGAI2,Ngaio Station,-41.25095079,174.7718125,Ngaio
2044,1,2043,7954,Buckley Road at Bann Street,-41.34188,174.78026,Southgate
2051,1,2050,6018,Rongotai College (school grounds),-41.322199,174.801372,Rongotai
2052,1,2051,5327,Karori Mall - Karori Road (opposite),-41.28490242,174.737162,Karori
2057,1,2056,7052,Moa Point - Moa Point Road,-41.33762729,174.8109847,Moa Point
2058,1,2057,7295,Sidlaw Street at Monorgan Road,-41.33143491,174.8209704,Strathmore Park
2060,1,2059,7908,Ghuznee Street at Willis Street,-41.2924613,174.7730709,Te Aro
2063,1,2062,7925,Manchester Street opposite Caprera Street,-41.32143101,174.7868793,Newtown
2065,1,2064,5315,Glenmore Street (opposite 100),-41.28353095,174.7622016,Kelburn
2066,1,2065,3832,John Sims Drive (near 40),-41.23355405,174.796296,Broadmeadows
2068,1,2067,7914,Massey University - Wallace Street (opposite),-41.30190388,174.7740434,Mount Cook
2070,1,2069,7931,Houghton Bay Road at Hornsey Road,-41.33196862,174.7869283,Houghton Bay
2076,1,2075,3709,Kentwood Drive at Cedarwood Street,-41.21405,174.832141,Woodridge
2077,1,2076,3768,Kenmore Street at Barclay Street (near 32),-41.22809335,174.828479,Newlands
2080,1,2079,3404,Stewart Drive at Padnell Crescent,-41.22142267,174.8174372,Newlands
2082,1,2081,3950,Main Road Tawa (near 330),-41.15719542,174.8291287,Tawa
2085,1,2084,4932,Mairangi Road opposite Warwick Street,-41.26744064,174.7659471,Wilton
2087,1,2086,6918,John Street at Adelaide Road,-41.307116,174.777515,Mount Cook
2088,1,2087,6238,Darlington Road at Puriri Street (near 33),-41.311502,174.823812,Miramar
2089,1,2088,7099,Strathmore Park - Kekerenga Street,-41.33620488,174.8138573,Strathmore Park
2096,1,2095,6930,Hornsey Road (opposite 50),-41.33013,174.78608,Melrose
2097,1,2096,4127,Wilton Road opposite Purakau Avenue,-41.26213039,174.7656847,Wadestown
2099,1,2098,6222,Wellington Regional Aquatic Centre,-41.31511839,174.7931581,Kilbirnie
2101,1,2100,4945,Moana Road at Highbury Road,-41.29162075,174.7574036,Kelburn
2103,1,2102,7062,Marine Parade (opposite 109),-41.31793768,174.8283555,Seatoun
2106,1,2105,3202,Middleton Road (near 59),-41.21731693,174.8093312,Johnsonville
2107,1,2106,5426,Mandalay Terrace at Narbada Crescent,-41.24630766,174.8044026,Khandallah
2110,1,2109,6132,Island Bay Shops - The Parade,-41.33469,174.77346,Island Bay
2113,1,2112,7212,Elizabeth Street at Kent Terrace,-41.2958177,174.7831941,Mount Victoria
2114,1,2113,6327,Onepu Road at Coutts Street,-41.319932,174.795761,Kilbirnie
2115,1,2114,7071,Karaka Bay Road (opposite 495),-41.29829472,174.8323831,Karaka Bays
2116,1,2115,4453,Colway Street (near 62),-41.25003,174.77963,Ngaio
2117,1,2116,KELB,Kelburn - Cable Car Station,-41.28536474,174.7676499,Kelburn
2120,1,2119,5405,Ngaio Gorge Road (opposite 65),-41.256645,174.775596,Ngaio
2123,1,2122,3432,Guadeloupe Crescent (near 39),-41.209212,174.823047,Grenada Village
2129,1,2128,7128,Adelaide Road at Wakefield Park,-41.32636,174.77463,Berhampore
2130,1,2129,5395,Beauchamp Street at Dasent Street,-41.2878556,174.7384345,Karori
2131,1,2130,7157,The Esplanade opposite Beach Street,-41.34623,174.76946,Island Bay
2132,1,2131,3506,Helston Road at Beazley Avenue,-41.21659284,174.8152756,Paparangi
2133,1,2132,6120,Rintoul Street (near 63),-41.31489986,174.7782188,Newtown
2135,1,2134,5331,Karori Road opposite Karori Park,-41.28718564,174.7251662,Karori
2136,1,2135,3914,Main Road Tawa at Elena Place,-41.17242839,174.824706,Tawa
2137,1,2136,5103,St Mary's College - Hill Street (school stop South),-41.276971,174.774992,Pipitea
2138,1,2137,7148,Happy Valley Road (near 137) (school stop),-41.33735121,174.7591106,Owhiro Bay
2145,1,2144,6960,Island Bay Shops - Medway Street,-41.33478363,174.7727471,Island Bay
2146,1,2145,REDW1,Redwood Station,-41.17635099,174.8269643,Tawa
2147,1,2146,7136,Humber Street at The Parade (near 28) (School Stop),-41.34033,174.77112,Island Bay
2148,1,2147,7794,Ohiro Road (near 457),-41.32013267,174.7600811,Brooklyn
2150,1,2149,7718,Ohiro Road at Tanera Crescent,-41.30371254,174.7636832,Brooklyn
2154,1,2153,5124,Wadestown Shops (near 109),-41.26191375,174.7739154,Wadestown
2155,1,2154,6133,The Parade (near 225),-41.337635,174.77253,Island Bay
2156,1,2155,7288,Beacon Hill Road at Kinghorne Street,-41.32538679,174.8274931,Strathmore Park
2158,1,2157,3244,Chorley Grove at Hawtrey Terrace,-41.21453712,174.8085389,Churton Park
2159,1,2158,5351,Montgomery Avenue at Skyline Reserve,-41.27857067,174.7269643,Karori
2161,1,2160,7337,Queens Drive (near 304),-41.33541677,174.7910858,Lyall Bay
2165,1,2164,6036,Strathmore Park Shops (opposite),-41.32441244,174.8207748,Miramar
2166,1,2165,4942,Moana Road (near 18),-41.288094,174.754708,Kelburn
2168,1,2167,7219,Moxham Avenue near Goa Street,-41.30863,174.7924831,Hataitai
2169,1,2168,5513,Manners Street at Cuba Street - Stop B,-41.29096552,174.7766131,Te Aro
2172,1,2171,6070,Karaka Bay Road at Pretoria Road,-41.3000082,174.8318007,Karaka Bays
2173,1,2172,3270,Chorley Grove at Te Kiteora Grove,-41.21458713,174.8083302,Churton Park
2179,1,2178,4139,Cardinal McKeefry School - Wilton Road,-41.27542347,174.756372,Northland
2180,1,2179,6252,Maupuia Road at Aranui Street (near 61),-41.31200172,174.8138589,Maupuia
2181,1,2180,7525,The Crescent at Grafton Road,-41.29167861,174.8002785,Roseneath
2185,1,2184,7142,Frobisher Street (near 64),-41.33955278,174.7645811,Island Bay
2189,1,2188,4385,Duthie Street at Gipps Street,-41.28753813,174.7475018,Karori
2190,1,2189,6013,Kent Terrace at Basin Reserve,-41.29889854,174.7813038,Mount Victoria
2191,1,2190,6144,Murchison Street at Jordan Street,-41.33673785,174.7638744,Island Bay
2196,1,2195,3544,Newlands Road at Stella Grove (near 164),-41.22643629,174.8193657,Newlands
2197,1,2196,7297,Sidlaw Street (near 69),-41.33275133,174.823158,Strathmore Park
2198,1,2197,4469,Burma Road at John Sims Drive,-41.23622901,174.7980398,Johnsonville
2200,1,2199,5913,The Terrace at Dalmuir Lane,-41.28378,174.77454,Wellington Central
2201,1,2200,3776,Link Road (near 8),-41.22640923,174.8267618,Newlands
2203,1,2202,5928,Pembroke Road at Huntingdon Street (near 117),-41.27412835,174.7586057,Wilton
2204,1,2203,5111,Molesworth Street at Parliament,-41.27851311,174.7780663,Pipitea
2205,1,2204,7333,Rua Street at Freyberg Street,-41.32988941,174.7932047,Lyall Bay
2206,1,2205,6082,Devonshire Road (near 43) (school stop),-41.32132362,174.816746,Miramar
2207,1,2206,3239,Abilene Crescent opposite Furlong Crescent,-41.20962136,174.8030917,Churton Park
2208,1,2207,7575,Mt Victoria Lookout,-41.296426,174.7947,Mount Victoria
2212,1,2211,7032,Hobart Street at Kedah Street,-41.32355219,174.8125065,Miramar
2213,1,2212,6767,Karepa Street opposite Ashton Fitchett Drive,-41.3043066,174.7583415,Brooklyn
2215,1,2214,7239,Darlington Road (near 64),-41.3094723,174.8248141,Miramar
2223,1,2222,3482,Helston Road opposite Petherick Crescent,-41.22159,174.81002,Johnsonville
2224,1,2223,5411,Cockayne Road at Bankot Crescent (near 156),-41.25213808,174.7828409,Ngaio
2226,1,2225,7750,McColl Street at Krull Street,-41.31385312,174.7694296,Vogeltown
2227,1,2226,5312,Tinakori Road opposite St Mary Street,-41.27928496,174.7688933,Kelburn
2228,1,2227,5361,Parklands Drive at Lynmouth Avenue,-41.28955875,174.7270153,Karori
2230,1,2229,3468,Bracken Road (near 30),-41.22151223,174.8231659,Paparangi
2231,1,2230,3295,Furlong Crescent at Edington Grove,-41.20984551,174.7997179,Churton Park
2232,1,2231,6034,Broadway at Crawford Green,-41.32518596,174.8146779,Miramar
2233,1,2232,7232,Hobart Street at Chelsea Street,-41.31937495,174.8146608,Miramar
2236,1,2235,7296,Beacon Hill - Sidlaw Street,-41.33157525,174.8234837,Strathmore Park
2237,1,2236,6950,Buckley Road (near 77),-41.33507054,174.7843841,Southgate
2241,1,2240,WELL4,Wellington Station,-41.27841,174.7808,Pipitea
2242,1,2241,4388,Croydon Street opposite Versailles Street,-41.29177888,174.7470178,Karori
2244,1,2243,6101,Frobisher Street at Teme Way,-41.34305938,174.762349,Island Bay
2245,1,2244,6761,Todman Street (near 63),-41.3069,174.76047,Brooklyn
2246,1,2245,7941,Russell Terrace at Te Wharepouri Street,-41.319247,174.780436,Berhampore
2247,1,2246,5407,Perth Street at Orari Street Walkway,-41.25453272,174.7735962,Ngaio
2248,1,2247,7532,Waipapa Road opposite Peranga Terrace,-41.30059937,174.8000461,Hataitai
2255,1,2254,3216,Lakewood Avenue at Westchester Drive,-41.20237876,174.8084425,Churton Park
2258,1,2257,6710,Victoria Street at Ghuznee Street,-41.293102,174.773659,Te Aro
2259,1,2258,3532,Somes Crescent at Baylands Drive (near 45),-41.22502026,174.8309995,Newlands
2260,1,2259,7749,Short Street at Moffitt Street,-41.3127742,174.7700375,Vogeltown
2261,1,2260,7155,The Esplanade (opposite 432),-41.34810414,174.7627469,Island Bay
2262,1,2261,3254,Centennial Highway at Glover Street,-41.24256197,174.8134883,Ngauranga
2263,1,2262,4313,Botanic Garden - Glenmore Street (opposite),-41.28057662,174.7668983,Thorndon
2269,1,2268,3978,Middleton Road (near 76),-41.21594955,174.8103671,Churton Park
2271,1,2270,7025,Rongotai Road at Childers Terrace,-41.31773462,174.793773,Kilbirnie
2278,1,2277,6149,Happy Valley Road near Owhiro Bay School (school stop),-41.33860073,174.7598613,Owhiro Bay
2281,1,2280,4317,Glenmore Street at Kelburn Viaduct,-41.28783562,174.7575408,Kelburn
2283,1,2282,3456,Mark Avenue (near 70),-41.21067529,174.8163093,Paparangi
2284,1,2283,5515,Manners Street at Cuba Street - Stop A,-41.29140832,174.7771028,Te Aro
2286,1,2285,7761,Todman Street (near 60),-41.3068488,174.7603218,Brooklyn
2291,1,2290,3406,Stewart Drive at Loasby Crescent,-41.22185024,174.8188806,Newlands
2292,1,2291,5916,Upland Road (near 39),-41.28770954,174.7657772,Kelburn
2296,1,2295,4941,Raroa Road (near 1),-41.28767924,174.7559842,Kelburn
2297,1,2296,6235,Park Road at Brussels Street (near 63),-41.31309675,174.8186678,Miramar
2300,1,2299,7031,Caledonia Street at Hobart Street (near 38) (school stop),-41.32156584,174.8128099,Miramar
2302,1,2301,4392,Verviers Street at Kano Street,-41.28997496,174.7412375,Karori
2303,1,2302,7731,Halifax Street (near 24),-41.32419009,174.7656866,Kingston
2304,1,2303,5028,Kaiwharawhara - Fore Street,-41.25940794,174.79032,Kaiwharawhara
2308,1,2307,6765,Karepa Street at Apuka Street,-41.30195839,174.7587561,Brooklyn
2313,1,2312,5448,Kenya Street at Crofton Road (near 6),-41.25228919,174.7730581,Ngaio
2315,1,2314,3030,Cortina Avenue (near 20),-41.22236186,174.7977791,Johnsonville
2316,1,2315,4348,Montgomery Avenue (near 50),-41.28076421,174.7308431,Karori
2319,1,2318,7915,Wallace Street (near 82),-41.30468314,174.7750352,Mount Cook
2320,1,2319,7018,Riddiford Street at Hall Street,-41.31110551,174.7789518,Newtown
2322,1,2321,4382,Messines Road at Braithwaite Street (near 2),-41.28436357,174.7485907,Karori
2323,1,2322,5311,St Mary's College - Hawkestone Street (school stop),-41.274902,174.77545,Thorndon
2324,1,2323,WELL1,Wellington Station,-41.27832,174.78063,Pipitea
2325,1,2324,3272,Cambrian Street (near 10),-41.210689,174.805264,Churton Park
2328,1,2327,5347,Montgomery Avenue (near 13),-41.28230022,174.7305255,Karori
2329,1,2328,7271,Awa Road at Totara Road,-41.3121105,174.8255185,Miramar
2331,1,2330,WELL2,Wellington Station,-41.27835,174.78066,Pipitea
2332,1,2331,3402,Stewart Drive (near 112),-41.22211872,174.8132811,Johnsonville
2337,1,2336,4922,Northland Village - Northland Road,-41.28352121,174.7569474,Northland
2339,1,2338,5392,Verviers Street at Kano Street (near 39),-41.29015684,174.7411229,Karori
