OBJECTID,Join_Count,TARGET_FID,stop_id,stop_name,stop_lat,stop_lon,suburb
2340,1,2339,5401,Kaiwharawhara Road at Hutt Road (near 7),-41.25969845,174.7890149,Kaiwharawhara
2346,1,2345,6566,Palliser Road (near 46),-41.29388606,174.7973535,Roseneath
2347,1,2346,7017,Wellington Hospital - Stop B,-41.30877386,174.7782912,Newtown
2349,1,2348,3839,Onslow College (school stop),-41.230806,174.798389,Johnsonville
2356,1,2355,7080,Miramar Avenue at Portsmouth Road,-41.31512989,174.813152,Miramar
2359,1,2358,6121,Rintoul Street at Wakefield Hospital,-41.317,174.77807,Berhampore
2361,1,2360,5318,Glenmore Street (near 205),-41.28847498,174.7569609,Kelburn
2363,1,2362,6535,Hataitai - Stop E,-41.30427,174.7948,Hataitai
2365,1,2364,5125,Wadestown Road at Lytton Street,-41.26171527,174.7692546,Wadestown
2369,1,2368,7520,Carlton Gore Road at Maida Vale Road,-41.28814863,174.8013756,Roseneath
2371,1,2370,7948,Buckley Road at Houghton Bay Road,-41.330773,174.7827133,Southgate
2373,1,2372,6220,Kupe Street at Hamilton Road,-41.31025845,174.7929054,Hataitai
2375,1,2374,6242,Darlington Road (near 215),-41.30215485,174.8270831,Miramar
2376,1,2375,6720,Brooklyn - Stop C,-41.30491941,174.7649254,Brooklyn
2379,1,2378,6055,Wellington Hospital - Stop A,-41.308603,174.77847,Newtown
2380,1,2379,7134,The Parade at Humber Street (near 300),-41.34061258,174.7712297,Island Bay
2381,1,2380,7754,Balfour Street (near 21),-41.31968,174.76683,Mornington
2386,1,2385,6066,Karaka Bay Road (near 279),-41.31012403,174.8300531,Karaka Bays
2393,1,2392,6302,Strathmore Avenue at Elphinstone Avenue,-41.329638,174.821485,Strathmore Park
2396,1,2395,6216,Waitoa Road at Bus Tunnel,-41.30220991,174.7920934,Hataitai
2397,1,2396,3277,Melksham Drive at Mauldeth Terrace,-41.19829559,174.8075856,Churton Park
2399,1,2398,5388,Croydon Street at Versailles Street,-41.29186529,174.747259,Karori
2400,1,2399,6417,Adelaide Road at Hall Street (near 261),-41.31086678,174.7769145,Newtown
2402,1,2401,4455,Bombay Street (near 7),-41.24935254,174.7824071,Ngaio
2405,1,2404,6212,Elizabeth Street (near 7),-41.2958103,174.7836717,Mount Victoria
2406,1,2405,4928,Pembroke Road at Huntingdon Street,-41.27394318,174.7585879,Wilton
2408,1,2407,3016,Branscombe Street (near 5),-41.21590044,174.8020157,Johnsonville
2409,1,2408,5140,Curtis Street opposite Randwick Road (School Stop),-41.278999,174.755281,Wilton
2410,1,2409,5931,Mairangi Road (near 217),-41.26906555,174.7635728,Wilton
2411,1,2410,7265,Nevay Road opposite Glenville Road,-41.3015972,174.8291261,Miramar
2413,1,2412,3606,Newlands Road at Stella Grove (near 143),-41.22653009,174.8191297,Newlands
2414,1,2413,3618,Helston Road (near 142),-41.21704301,174.8152881,Paparangi
2418,1,2417,6274,Para Street at Holy Cross School,-41.31731882,174.8193826,Miramar
2419,1,2418,3912,Main Road Tawa at Redwood Avenue,-41.17761303,174.8252858,Tawa
2421,1,2420,4924,Northland Road at Military Road,-41.2794222,174.7599418,Northland
2422,1,2421,4428,Homebush Road (near 67),-41.24714809,174.8082447,Khandallah
2424,1,2423,7253,Akaroa Drive at Maupuia Road,-41.30919943,174.814498,Maupuia
2426,1,2425,5383,Messines Road (near 15),-41.28535188,174.7491152,Karori
2427,1,2426,7247,Park Road (near 99) (school stop),-41.31118343,174.8200482,Miramar
2428,1,2427,6755,Farnham Street near Priscilla Crescent,-41.31990528,174.7690357,Mornington
2431,1,2430,7920,Riddiford Street at Gordon Street,-41.31536587,174.7802983,Newtown
2438,1,2437,6129,The Parade (near 21),-41.32939592,174.7739918,Island Bay
2439,1,2438,3462,Paparangi School - Beazley Avenue,-41.21481444,174.8195207,Paparangi
2444,1,2443,7259,Kaikoura Street (near 102),-41.30262759,174.8204201,Maupuia
2445,1,2444,5319,Karori Tunnel - Stop B,-41.2873982,174.7566931,Kelburn
2450,1,2449,7726,The Ridgeway at Mornington Road,-41.31600062,174.7652266,Brooklyn
2451,1,2450,TAWA2,Tawa Station,-41.169105,174.828352,Tawa
2452,1,2451,5380,Zealandia - Birdwood Street,-41.28671615,174.7541671,Karori
2456,1,2455,5343,Sunshine Avenue at Percy Dyett Drive,-41.28368269,174.7258403,Karori
2457,1,2456,7023,Crawford Road opposite Wellington Road,-41.31346538,174.7894094,Newtown
2460,1,2459,5344,Sunshine Avenue at Victory Avenue,-41.2824333,174.7276632,Karori
2462,1,2461,7732,Priscilla Crescent at Breton Grove,-41.32236741,174.7670712,Kingston
2463,1,2462,7281,Wilberforce Street opposite Madison Place,-41.32271044,174.8222107,Miramar
2467,1,2466,6793,Ohiro Road (near 381),-41.31588276,174.7611615,Brooklyn
2468,1,2467,3072,Branscombe Street at Lomita Road,-41.21728266,174.8000257,Johnsonville
2469,1,2468,4408,Perth Street at Crofton Road (near 1),-41.25478075,174.7750352,Ngaio
2471,1,2470,4352,Karori West - Montgomery Avenue,-41.2779207,174.7282606,Karori
2472,1,2471,7518,Oriental Parade (near 328),-41.28913951,174.7977585,Oriental Bay
2473,1,2472,7418,Adelaide Road opposite Stoke Street,-41.31421831,174.7756915,Newtown
2476,1,2475,6271,Awa Road at Totara Road (near 32),-41.31235686,174.825576,Miramar
2477,1,2476,5941,Raroa Road (near 4),-41.28777109,174.7558672,Kelburn
2478,1,2477,7217,Hataitai - Stop A,-41.3039399,174.793724,Hataitai
2479,1,2478,4366,Hazlewood Avenue (near 30),-41.29304814,174.7225691,Karori
2481,1,2480,TAKA1,Takapu Road Station,-41.18528848,174.8283009,Tawa
2483,1,2482,7566,Palliser Road (near 45),-41.29397609,174.797356,Roseneath
2484,1,2483,3512,Helston Road at Jane Grove,-41.217584,174.819773,Paparangi
2489,1,2488,6086,Hobart Street at Devonshire Road,-41.32175367,174.8133269,Miramar
2491,1,2490,7548,Cog Park (opposite),-41.30460136,174.8006834,Hataitai
2492,1,2491,7146,Murchison Street opposite Happy Valley Park,-41.3339,174.7583,Owhiro Bay
2506,1,2505,6256,Kaikoura Street at Akaroa Drive (near 3),-41.30725787,174.8176694,Maupuia
2510,1,2509,6273,Para Street opposite Miramar Central School,-41.31513727,174.820636,Miramar
2512,1,2511,5946,Highbury Road at Disley Street (near 25),-41.29255936,174.7549208,Highbury
2514,1,2513,4913,The Terrace at Dalmuir Lane (near 130),-41.28352506,174.7745211,Wellington Central
2515,1,2514,7042,Seatoun - Hector Street,-41.32536278,174.8346616,Seatoun
2518,1,2517,4395,Beauchamp Street opposite Dasent Street,-41.28767372,174.7385491,Karori
2520,1,2519,4407,Perth Street at Orari Street Walkway (near 15),-41.25462091,174.773718,Ngaio
2521,1,2520,7907,The Terrace opposite MacDonald Crescent,-41.2909638,174.7708808,Te Aro
2522,1,2521,3414,Newlands College - Bracken Road (opposite),-41.21917703,174.8227432,Paparangi
2524,1,2523,5126,Wilton Road opposite Blackbridge Road,-41.26165091,174.7675817,Wadestown
2525,1,2524,7049,Breaker Bay Road at Reef Bay (near 160),-41.33823947,174.8235501,Breaker Bay
2528,1,2527,5130,Warwick Street at Wilton Road,-41.268302,174.75963,Wilton
2530,1,2529,7292,Tannadyce Street (near 27),-41.32972388,174.8244572,Strathmore Park
2535,1,2534,3218,Westchester Drive (near 111),-41.20258691,174.8066593,Churton Park
2537,1,2536,7241,Miramar - Darlington Road (near 124),-41.30571237,174.8261227,Miramar
2545,1,2544,7151,Happy Valley Road (near 71) (school stop),-41.34084977,174.7600414,Owhiro Bay
2554,1,2553,5332,Karori - Karori Road,-41.2883212,174.7239003,Karori
2556,1,2555,7252,Maupuia Road at Aranui Street (near 60),-41.31190549,174.8139125,Maupuia
2564,1,2563,4450,Ottawa Road (near 54),-41.24839194,174.7746236,Ngaio
2567,1,2566,6782,Aro Street at Ohiro Road,-41.29602594,174.7697039,Aro Valley
2568,1,2567,6532,Waipapa Road at Peranga Terrace (near 31),-41.30059563,174.8002849,Hataitai
2570,1,2569,5492,Thorndon Quay at Motorway (near 248 - Southbound),-41.269979,174.781194,Pipitea
2573,1,2572,5942,Moana Road (near 15),-41.28823219,174.7551631,Kelburn
2574,1,2573,SIML,Simla Crescent Station,-41.24679734,174.7843365,Khandallah
2587,1,2586,7515,Oriental Parade at Oriental Terrace,-41.29143216,174.7929868,Oriental Bay
2588,1,2587,6087,Ira Street at Miramar Avenue,-41.31812155,174.8198828,Miramar
2589,1,2588,6558,Hataitai Road (near 90),-41.3001772,174.7982429,Hataitai
2591,1,2590,4943,Moana Road (near 46),-41.28949451,174.7550775,Kelburn
2592,1,2591,3002,Johnsonville Road (Opposite Shopping Centre),-41.22377449,174.8073827,Johnsonville
2596,1,2595,6716,Brooklyn Road at Washington Avenue,-41.30283723,174.7660659,Brooklyn
2599,1,2598,7952,Buckley Road (opposite 143),-41.3392639,174.7811522,Southgate
2600,1,2599,WELL5,Wellington Station,-41.27847,174.78086,Pipitea
2603,1,2602,6956,Melrose Road opposite Southgate Road (near 76),-41.3377152,174.7807125,Southgate
2604,1,2603,7541,Evans Bay Parade opposite Little Karaka Bay,-41.28956112,174.8032058,Roseneath
2605,1,2604,3952,Main Road Tawa at McLellan Street,-41.1614516,174.8276976,Tawa
2607,1,2606,3276,Westchester Drive at Amesbury Drive,-41.20243108,174.8065973,Churton Park
2608,1,2607,3904,Middleton Road (near 409),-41.195701,174.823981,Glenside
2613,1,2612,7570,Alexandra Road (near 14),-41.29622692,174.7974178,Roseneath
2614,1,2613,6546,Greta Point - Evans Bay Parade,-41.30213455,174.8044392,Hataitai
2615,1,2614,6014,Adelaide Road at Basin Reserve (near 13),-41.30163532,174.7797694,Mount Cook
2617,1,2616,6531,Arawa Road at Waipapa Road,-41.29992156,174.8014241,Hataitai
2618,1,2617,6791,Ohiro Road at Taft Street,-41.30919459,174.7626538,Brooklyn
2619,1,2618,6553,St Patrick's College - Evans Bay Parade,-41.31400726,174.7955384,Kilbirnie
2620,1,2619,4420,Everest Street opposite Ganges Road,-41.24842286,174.7935187,Khandallah
2621,1,2620,7020,Constable Street at Riddiford Street,-41.31369064,174.7806946,Newtown
2625,1,2624,4917,Kelburn Village - Upland Road (near 94),-41.28902492,174.7622301,Kelburn
2627,1,2626,6571,Alexandra Road at Upoko Road,-41.29761097,174.7953059,Hataitai
2629,1,2628,6951,Buckley Road (near 109),-41.33690719,174.782933,Southgate
2634,1,2633,7221,Hamilton Road at Wellington Road (near 124),-41.31170466,174.7935129,Hataitai
2635,1,2634,3266,Ngauranga Gorge (Kiwi Point),-41.23835001,174.8056109,Ngauranga
2643,1,2642,7242,Darlington Road (near 188),-41.30197289,174.8271974,Miramar
2644,1,2643,6245,Miramar North Road (near 98),-41.30439702,174.8220094,Miramar
2650,1,2649,6332,Onepu Road at Lyall Parade,-41.32886365,174.7954469,Lyall Bay
2653,1,2652,7082,Devonshire Road (near 42) (school stop),-41.32141177,174.8168679,Miramar
2654,1,2653,KHAN1,Khandallah Station,-41.24268712,174.7934831,Khandallah
2655,1,2654,3814,Broadmeadows - Rajkot Terrace,-41.23655,174.79749,Broadmeadows
2656,1,2655,3818,Kanpur Road at Sita Way,-41.23653449,174.795781,Broadmeadows
2657,1,2656,7910,Taranaki Street at Courtenay Place (near 72),-41.29337248,174.778231,Te Aro
2658,1,2657,7533,Waipapa Road at Huia Road,-41.30211318,174.7985938,Hataitai
2659,1,2658,3210,Halswater Drive at Dormar Place,-41.20773958,174.8112141,Churton Park
2660,1,2659,4926,Pembroke Road (near 24),-41.277722,174.761165,Northland
2661,1,2660,3905,Takapu Road at Woodburn Drive (hail and ride) (school stop),-41.178715,174.838655,Takapu Valley
2663,1,2662,6083,Devonshire Road at Ira Street (school stop),-41.32127644,174.8197316,Miramar
2664,1,2663,7215,Pirie Street (near 106),-41.299073,174.7881798,Mount Victoria
2665,1,2664,6093,Taiaroa Street at Raukawa Street,-41.33167917,174.8169143,Strathmore Park
2666,1,2665,5920,Zealandia - Northland Tunnel Road,-41.2865265,174.7548218,Northland
2667,1,2666,4417,Clutha Avenue at Cockayne Road,-41.24855457,174.787398,Khandallah
2668,1,2667,6713,Brooklyn Road opposite Central Park,-41.2987435,174.7687025,Mount Cook
2673,1,2672,7932,Houghton Bay Road opposite View Road,-41.33284854,174.7882669,Houghton Bay
2674,1,2673,7926,Sutherland Road at Sutherland Crescent,-41.32266179,174.7888247,Melrose
2678,1,2677,3058,Broderick Road (near 102),-41.22407624,174.7975875,Johnsonville
2679,1,2678,3961,Main Road Tawa opposite St Francis Xavier School,-41.17923552,174.8252116,Tawa
2680,1,2679,7715,Brooklyn Road opposite Bidwill Street,-41.302445,174.769565,Brooklyn
2681,1,2680,6243,Darlington Road opposite Maupuia Park,-41.30117208,174.8265779,Miramar
2685,1,2684,7930,Hornsey Road (near 48),-41.32982266,174.7859137,Melrose
2691,1,2690,7514,Oriental Parade Opposite Freyberg Pool,-41.2913004,174.7898782,Oriental Bay
2693,1,2692,3920,Main Road Tawa opposite McLellan Street,-41.1614535,174.8275785,Tawa
2695,1,2694,7070,Karaka Bay Road opposite Pretoria Road,-41.3000063,174.8319201,Karaka Bays
2699,1,2698,5385,Duthie Street at Plymouth Street,-41.28753632,174.7476211,Karori
2700,1,2699,5451,Colway Street opposite Ngaio School,-41.24783149,174.7759212,Ngaio
2702,1,2701,6766,Karepa Street (near 73),-41.30250042,174.7586513,Brooklyn
2704,1,2703,7330,Onepu Road at Lyall Bay Shops,-41.3254424,174.795353,Lyall Bay
2708,1,2707,3234,Westchester Drive at Waverton Terrace,-41.20623688,174.8036588,Churton Park
2710,1,2709,6715,Brooklyn Road at Bidwill Street,-41.30287408,174.7695308,Mount Cook
2713,1,2712,3062,Cortina Avenue at Safari Crescent,-41.22103182,174.7964304,Johnsonville
2716,1,2715,3428,Mark Avenue at Grenada Grounds,-41.207884,174.818954,Grenada Village
2721,1,2720,3542,Newlands School - Newlands Road,-41.22442916,174.8209802,Newlands
2722,1,2721,7512,Oriental Parade at Cable Street,-41.29235383,174.7858466,Oriental Bay
2723,1,2722,7762,Todman Street at Mitchell Street (near 88),-41.30581895,174.7595766,Brooklyn
2725,1,2724,6095,Tukanae Street (near 12),-41.33281184,174.8193357,Strathmore Park
2726,1,2725,5498,Thorndon Quay - Capital Gateway,-41.27646,174.7813,Pipitea
2727,1,2726,4923,Northland Road (near 88),-41.2816895,174.7589281,Northland
2729,1,2728,6259,Kaikoura Street at Akaroa Drive (near 109),-41.30243471,174.8205121,Maupuia
2730,1,2729,3817,Kanpur Road at Rajkot Terrace,-41.23621918,174.79595,Broadmeadows
2736,1,2735,4327,Karori Mall - Karori Road,-41.28443602,174.7382243,Karori
2737,1,2736,7959,Melrose Road at Melbourne Road (near 1),-41.33809102,174.7763168,Island Bay
2741,1,2740,6028,Rongotai Road at Troy Street,-41.31886671,174.8011461,Kilbirnie
2742,1,2741,NGAI1,Ngaio Station,-41.25099114,174.7719045,Ngaio
2750,1,2749,3022,Erris Street (near 27),-41.2181321,174.7975439,Johnsonville
2752,1,2751,4316,Glenmore Street at The Rigi,-41.28575022,174.7584401,Northland
2753,1,2752,3008,St Brigid's School - Phillip Street (school stop),-41.22251273,174.8018552,Johnsonville
2754,1,2753,3080,Bassett Road at Angell Street,-41.21905755,174.8074705,Johnsonville
2755,1,2754,3018,Branscombe Street at Ironside Road,-41.21746273,174.8000307,Johnsonville
2758,1,2757,5435,Simla Crescent Station (bus stop),-41.24689203,174.7842497,Khandallah
2761,1,2760,4122,Wadestown Road opposite Pitt Street,-41.2617906,174.7760607,Wadestown
2764,1,2763,7272,Awa Road at Para Street,-41.31315,174.82351,Miramar
2765,1,2764,7140,Frobisher Street (near 24),-41.34216005,174.7627061,Island Bay
2769,1,2768,7095,Tukanae Street (near 11),-41.33326388,174.8192288,Strathmore Park
2770,1,2769,6024,Crawford Road at Duncan Terrace,-41.3157728,174.791623,Kilbirnie
2772,1,2771,4138,Churchill Drive near Crofton Downs Shops,-41.25696771,174.7654005,Crofton Downs
2774,1,2773,3010,Bassett Road (near 15),-41.21923949,174.8073562,Johnsonville
2776,1,2775,6146,Murchison Street at Happy Valley Park,-41.33385812,174.7578216,Owhiro Bay
2777,1,2776,4460,Station Road (near 8),-41.24224942,174.7931928,Khandallah
2778,1,2777,6158,Island Bay - Reef Street opposite Shorland Park,-41.34293748,174.7707348,Island Bay
2780,1,2779,4427,Homebush Road at Benares Street,-41.24682841,174.8068048,Khandallah
2781,1,2780,5393,Beauchamp Street (near 76),-41.290247,174.739651,Karori
2782,1,2781,6032,Hobart Street opposite Kedah Street,-41.32355031,174.812626,Miramar
2783,1,2782,6094,Taiaroa Street at Tukanae Street (near 27),-41.33419252,174.8174621,Strathmore Park
2784,1,2783,4912,The Terrace at Aurora Terrace (near 70),-41.28135571,174.7750697,Wellington Central
2785,1,2784,6712,Brooklyn Road at Webb Street,-41.29714527,174.7702336,Mount Cook
2791,1,2790,6234,Park Road at Byron Street (near 45),-41.314125,174.817802,Miramar
2792,1,2791,6418,Adelaide Road at Stoke Street,-41.31443,174.77576,Newtown
2793,1,2792,4916,Upland Road opposite Glasgow Street,-41.28743944,174.7657699,Kelburn
2795,1,2794,4132,Gloucester Street (near 14),-41.26917456,174.7585921,Wilton
2798,1,2797,3264,Ngauranga Commercial Centre,-41.24499287,174.8135555,Ngauranga
2805,1,2804,6515,Oriental Parade opposite Oriental Terrace,-41.291269,174.793212,Oriental Bay
2806,1,2805,3927,Hinau Street (near 3) (school stop),-41.16246879,174.8314322,Tawa
2811,1,2810,5026,Hutt Road at Aotea Quay,-41.2646787,174.7840964,Pipitea
2816,1,2815,3826,Kanpur Road at Nalanda Crescent,-41.23397183,174.7926086,Broadmeadows
2817,1,2816,5420,Everest Street at Ganges Road,-41.24828172,174.7933578,Khandallah
2820,1,2819,7235,Park Road at Brussels Street,-41.31327682,174.8186728,Miramar
2822,1,2821,7751,McColl Street (near 46),-41.31630391,174.7689383,Mornington
2825,1,2824,5918,Kelburn Normal School - Upland Rd (opposite),-41.28724432,174.7608686,Kelburn
2826,1,2825,6272,Para Street at Awa Road,-41.31321447,174.8226134,Miramar
2828,1,2827,7544,Evans Bay Parade opposite Weka Bay,-41.29442478,174.8032203,Roseneath
2831,1,2830,5424,Cashmere Avenue at Mandalay Terrace,-41.24843635,174.8007614,Khandallah
2832,1,2831,6269,Nevay Road (near 18),-41.31060266,174.8282746,Karaka Bays
2833,1,2832,6241,Miramar - Darlington Road (near 155),-41.3055,174.82587,Miramar
2834,1,2833,6254,Akaroa Drive at Duchess Place Walkway,-41.30873232,174.8155601,Maupuia
2835,1,2834,4325,Karori Normal School - Karori Road (opposite),-41.28361466,174.7411492,Karori
2836,1,2835,5915,Te Herenga Waka â€“ Victoria University of Wellington Kelburn - Stop B,-41.28919,174.7678,Kelburn
2837,1,2836,4319,Karori Tunnel - Stop A,-41.28703441,174.7569222,Northland
2839,1,2838,7568,Thane Road at Robieson Street,-41.29476018,174.7989805,Roseneath
2842,1,2841,4944,Moana Road at Disley Street,-41.29047216,174.7559397,Kelburn
2844,1,2843,4119,Barnard Street at Lennel Road,-41.26513078,174.7814038,Wadestown
2845,1,2844,6262,Nevay Road - Prison Gates (near 222),-41.29696835,174.8291013,Maupuia
2846,1,2845,6062,Worser Bay - Marine Parade (near 115),-41.31761862,174.827905,Seatoun
2848,1,2847,5321,Chaytor Street opposite Curtis Street,-41.28455607,174.7529217,Karori
2853,1,2852,7156,The Esplanade (opposite 368),-41.34809,174.76681,Island Bay
2854,1,2853,3528,Somes Crescent at Dress Circle,-41.22734655,174.8301285,Newlands
2855,1,2854,6563,Hawker Street opposite Doctors Common,-41.29330156,174.7886192,Mount Victoria
2857,1,2856,4389,Croydon Street (near 64),-41.29395604,174.7460011,Karori
2861,1,2860,3903,Middleton Road (near 375),-41.19867392,174.8206237,Glenside
2865,1,2864,7552,Evans Bay Parade (near 504),-41.31118922,174.7967537,Hataitai
2868,1,2867,5020,Thorndon Quay (near 145),-41.27421,174.78339,Pipitea
2869,1,2868,7721,Brooklyn School - Washington Avenue,-41.30580105,174.7666237,Brooklyn
2873,1,2872,6048,Breaker Bay Road at Flax Bay (near 145),-41.33624931,174.8240921,Breaker Bay
2875,1,2874,6926,Sutherland Road at Rodrigo Road,-41.32256804,174.7890611,Melrose
2876,1,2875,3540,Newlands Road at Pukehuia Park,-41.22385876,174.8228732,Newlands
2880,1,2879,5008,Willis Street at Grand Arcade,-41.28674127,174.7760208,Wellington Central
2881,1,2880,5120,Lennel Road at Sefton Street (near 20),-41.26392196,174.7780284,Wadestown
2883,1,2882,5014,Lambton Quay North - Stop B,-41.27987181,174.7762726,Wellington Central
2884,1,2883,5929,Pembroke Road at Hereford Street,-41.27150272,174.7594903,Wilton
2889,1,2888,7022,Constable Street at Coromandel Street,-41.31269776,174.7866408,Newtown
2891,1,2890,5502,Lambton Quay North - Stop D,-41.27988882,174.7764998,Wellington Central
2896,1,2895,6565,Palliser Road at Charles Plimmer Park,-41.29480627,174.7955054,Mount Victoria
2905,1,2904,4911,The Terrace at Bolton Street (near 22),-41.27964014,174.7754077,Wellington Central
2907,1,2906,7944,Rintoul Street at Blythe Street (school stop),-41.32274389,174.7777152,Berhampore
2910,1,2909,7774,Kowhai Park - Mitchell Street,-41.31547459,174.7584027,Brooklyn
2912,1,2911,3827,Nalanda Crescent (near 11),-41.23442162,174.7938435,Broadmeadows
2913,1,2912,6908,Ghuznee Street at Victoria Street,-41.292494,174.773479,Te Aro
2920,1,2919,7719,Brooklyn Village - Cleveland Street,-41.30530663,174.7636241,Brooklyn
2921,1,2920,4136,Wilton - Surrey Street,-41.27139189,174.7549506,Wilton
2924,1,2923,7162,The Esplanade (opposite 136),-41.34452014,174.7806015,Houghton Bay
2925,1,2924,7960,Mersey Street at Clyde Street,-41.33744117,174.7736055,Island Bay
2935,1,2934,3240,Cambrian Street opposite Cunliffe Street,-41.21134455,174.8053497,Churton Park
2937,1,2936,6068,Karaka Bay Road (near 355),-41.30658431,174.8317459,Karaka Bays
2939,1,2938,3828,Nalanda Crescent at Rajkot Terrace,-41.23411658,174.7948796,Broadmeadows
2942,1,2941,3464,Beazley Avenue at Beverley Grove,-41.216629,174.820949,Paparangi
2943,1,2942,6910,Taranaki Street at Courtenay Place,-41.293,174.7787,Te Aro
2944,1,2943,7048,Breaker Bay Road at Flax Bay (near 136),-41.33552906,174.824072,Breaker Bay
2945,1,2944,6145,Murchison Street at Domanski Crescent,-41.33553225,174.7602567,Owhiro Bay
2946,1,2945,6021,Constable Street at Owen Street (near 77),-41.31300862,174.7840211,Newtown
2947,1,2946,7310,Kahurangi School,-41.328287,174.820631,Strathmore Park
2949,1,2948,6517,Oriental Parade at Grass Street,-41.290786,174.796352,Oriental Bay
2953,1,2952,7047,Breaker Bay Road (near 124),-41.33442405,174.8255947,Breaker Bay
2955,1,2954,5325,Karori Normal School - Karori Road,-41.28403688,174.7400783,Karori
2956,1,2955,6751,Balfour Street (near 82),-41.31631198,174.7690603,Mornington
2958,1,2957,4454,Bombay Street opposite Tarikaka Street,-41.24955108,174.7812191,Ngaio
2959,1,2958,5102,Queen Margaret College (school stop),-41.27154355,174.7802649,Thorndon
2960,1,2959,3297,Melksham Drive (near 92),-41.19319,174.808361,Churton Park
2963,1,2962,7535,Hataitai - Stop D,-41.30436,174.79529,Hataitai
2964,1,2963,6123,Rintoul Street (near 191),-41.31949713,174.7779853,Berhampore
2966,1,2965,5389,Croydon Street (near 49),-41.29422796,174.7458889,Karori
2967,1,2966,4118,Grosvenor Terrace (near 22),-41.26596307,174.7799442,Wadestown
2972,1,2971,3823,Kanpur Road opposite Jaunpur Crescent (temporary stop),-41.23534218,174.7930845,Broadmeadows
2973,1,2972,7939,Sinclair Park - Houghton Bay Road (near 27)(school stop),-41.33075613,174.784649,Houghton Bay
2974,1,2973,7919,Wellington High School (school stop),-41.3016,174.774068,Mount Cook
2978,1,2977,5002,Courtenay Place at St James Theatre,-41.29316472,174.7800168,Te Aro
2980,1,2979,7519,Oriental Parade at Carlton Gore Road,-41.28854238,174.7992369,Oriental Bay
2985,1,2984,4409,Cockayne Road opposite Quetta Street,-41.2524067,174.7771193,Ngaio
2987,1,2986,7708,Willis Street at Flagstaff Lane,-41.28981169,174.7743085,Te Aro
2989,1,2988,7913,Taranaki Street (near 274),-41.29976519,174.7747802,Mount Cook
2991,1,2990,6251,Maupuia Road at Miramar Avenue (from city),-41.3147,174.81268,Miramar
2999,1,2998,7282,Wilberforce Street at Townsend Road,-41.32092794,174.8239348,Miramar
3000,1,2999,3915,Grenada North - Nassau Avenue,-41.18930319,174.836984,Grenada North
3004,1,3003,6152,Happy Valley Road (near 30) (school stop),-41.34292056,174.7600972,Owhiro Bay
3009,1,3008,7929,Hornsey Road (near 57),-41.3290068,174.7862499,Melrose
3017,1,3016,4422,Ranui Crescent (near 73),-41.24705733,174.7967853,Khandallah
3019,1,3018,3834,Broadmeadows - John Sims Drive (near 16),-41.23479778,174.797404,Broadmeadows
3022,1,3021,3766,Somes Crescent at Dress Circle (near 10),-41.22743659,174.830131,Newlands
3025,1,3024,REDW,Redwood Station,-41.17564595,174.8270513,Tawa
3027,1,3026,NGAI,Ngaio Station,-41.25097097,174.7718585,Ngaio
3030,1,3029,TAKA,Takapu Road Station,-41.1852934,174.8282794,Tawa
3033,1,3032,KHAN,Khandallah Station,-41.24267127,174.7934371,Khandallah
3036,1,3035,TAWA,Tawa Station,-41.1693215,174.828352,Tawa
3039,1,3038,WELL,Wellington Station,-41.27845222,174.7808722,Pipitea
3042,1,3041,7543,Evans Bay Parade (near 98),-41.29263347,174.8025738,Roseneath
3043,1,3042,3660,Oriel Avenue (near 28) (stopping area),-41.18266139,174.8186456,Tawa
3044,1,3043,3664,Oriel Avenue (near 112) (stopping area),-41.17580251,174.8176937,Tawa
3045,1,3044,3587,Fyvie Avenue (near 2) (stopping area),-41.15709155,174.8288955,Tawa
3046,1,3045,3572,Lyndhurst Road (near 16a) (stopping area),-41.17136275,174.8217157,Tawa
3048,1,3047,3573,Cambridge Street at Tawa Community Centre (stopping area),-41.17092095,174.8258302,Tawa
3049,1,3048,3562,Oriel Avenue (near 85) (stopping area),-41.17950678,174.8171154,Tawa
3050,1,3049,3590,Collins Avenue (near 39) (stopping area),-41.15828371,174.8359648,Tawa
3051,1,3050,3687,Fyvie Avenue (opposite 2) (boarding area),-41.15715425,174.8288058,Tawa
3052,1,3051,3597,Woodman Drive (near 131) (stopping area),-41.17054608,174.8335238,Tawa
3053,1,3052,3584,Victory Crescent (near 85) (stopping area),-41.1606589,174.8246743,Tawa
3055,1,3054,3569,Kiwi Crescent (near 20) (stopping area),-41.17323252,174.8172688,Tawa
3056,1,3055,3563,Oriel Avenue (near 97) (stopping area),-41.17843129,174.8165075,Tawa
3057,1,3056,3698,Woodman Drive (near 142) (stopping area),-41.17134703,174.8347088,Tawa
3060,1,3059,3566,Kiwi Crescent (near 72) (stopping area),-41.17450267,174.8145303,Tawa
3061,1,3060,3556,Woolworths Tawa (stopping area),-41.18678227,174.8306174,Tawa
3062,1,3061,3558,Oriel Avenue (near 3) (stopping area),-41.18288679,174.8212929,Tawa
3063,1,3062,3577,Lincoln Avenue (near 41) (stopping area),-41.16990027,174.8197417,Tawa
3065,1,3064,3666,Kiwi Crescent (near 69) (stopping area),-41.174422,174.8146524,Tawa
3066,1,3065,3555,Jamaica Drive (near 32) (stopping area),-41.183053,174.837905,Grenada North
3067,1,3066,5496,Thorndon Quay at Davis Street (opposite 125),-41.27414,174.78352,Pipitea
3068,1,3067,3596,Woodman Drive (near 93) (stopping area),-41.16807613,174.8355672,Tawa
